pair_id,sample_role,tic_id,target_name,sector_or_product,event_time_btjd,depth_ppm,local_snr,duration_hours,fwhm_hours,ingress_duration_hours,egress_duration_hours,egress_ingress_ratio,skewness,kurtosis,delta_chi2_asym,n_points_window,edge_event,single_point_like,detector_version,n_lc_points
14,control,57920096,TIC 57920096,TIC 57920096,1767.5340103163828,852.1974086761475,3.925720184659727,0.06666650364968518,0.03655813434488664,0.03333325182211411,0.033333251827571075,1.0000000001637095,0.13346216391358112,0.7806245248660231,-17.23450836607401,720,False,False,phase3_v1,13030
15,target,435680540,HR 333,TIC 435680540,1791.3812764486672,822.0672607421875,2.8146978985480184,0.1000021203471988,0.06331082631913887,0.03333404011937091,0.06666808022782789,1.9999999996725888,-0.09092572392802961,-0.0018904200080140932,-1.104204564667839,522,False,False,phase3_v1,15135
15,target,435680540,HR 333,TIC 435680540,1791.6507266677359,724.3752479553223,2.790022532307373,0.06666808023874182,0.054701774182831286,0.03333404011937091,0.03333404011937091,1.0,0.11018343873914244,0.16545162645074685,0.726124427998684,552,False,False,phase3_v1,15135
15,control,67786245,TIC 67786245,TIC 67786245,2456.040448960059,941.2765502929688,4.31237168973862,0.06667297088279156,0.03333211911376566,0.033336484753817786,0.033336486128973775,1.0000000412507797,-0.2639357626152151,0.6102706500094044,0.17407386176046202,719,False,False,phase3_v1,13077
15,control,67786245,TIC 67786245,TIC 67786245,2456.3224200383424,939.100980758667,4.3499546299359375,0.06667297088279156,0.03325507869521971,0.033336484753817786,0.033336486128973775,1.0000000412507797,-0.4395924292507858,0.8043026814227971,0.09046252399525656,540,False,False,phase3_v1,13077
15,control,67786245,TIC 67786245,TIC 67786245,2447.9340989332854,927.0906448364258,4.4415873297624735,0.06667355746321846,0.03857267120110919,0.03333677881892072,0.03333677864429774,0.999999994761852,0.1531061367435232,2.0387477489403976,2.5364242033142546,533,True,False,phase3_v1,13077
15,control,67786245,TIC 67786245,TIC 67786245,2450.7163237339178,921.9050407409668,4.289617013496915,0.06667325519083533,0.05599233722750796,0.0333366272461717,0.03333662794466363,1.0000000209526874,-0.12664515144456842,0.7546290644646572,-20.294384748459834,719,False,False,phase3_v1,13077
15,control,67786245,TIC 67786245,TIC 67786245,2466.240035937108,910.9973907470703,3.9680203109469905,0.06667285493313102,0.03455396277058753,0.03333642747747945,0.033336427455651574,0.9999999993452245,-0.07444488698514379,0.0876242589545857,0.3716236059374296,719,False,False,phase3_v1,13077
15,control,67786245,TIC 67786245,TIC 67786245,2453.713838107405,909.268856048584,3.8038286638874155,0.06667308408214012,0.03751757744248607,0.033336542051984,0.033336542030156124,0.9999999993452269,-0.20588969750546532,0.18708289666788458,0.9038348380743173,711,False,False,phase3_v1,13077
16,control,346923890,TIC 346923890,TIC 346923890,2465.1549634727444,1451.3134956359863,4.26354504218474,0.011111821171652991,0.0054853896181157324,0.005555910574912559,0.005555910596740432,1.000000003928766,0.389836573084747,1.2871194508426376,0.4310741603731003,4312,False,False,phase3_v1,75071
16,control,346923890,TIC 346923890,TIC 346923890,2463.1814546586497,1447.3795890808105,4.039126784801519,0.011111865875136573,0.004803813088074094,0.0055559329375682864,0.0055559329375682864,1.0,0.21271041297838175,0.7106213610814764,-3.4461468611461896,4309,False,False,phase3_v1,75071
17,control,368454136,TIC 368454136,TIC 368454136,1967.0548203298804,1262.0389461517334,2.7427175140729187,0.06666566468993551,0.046582064516769606,0.033332832344967755,0.033332832344967755,1.0,0.17457363022344735,-0.33341258835358456,18.24383751440172,704,False,False,phase3_v1,18206
18,control,303241443,TIC 303241443,TIC 303241443,2866.8769173289497,1706.6597938537598,3.3018796231994103,0.09999855764544918,0.06689206347436993,0.0666656976500235,0.03333285999542568,0.5000001675586444,-0.004107793176535398,-0.04293172368346854,1.8840021398568751,598,False,False,phase3_v1,17987
18,control,303241443,TIC 303241443,TIC 303241443,2867.242189679869,1646.4591026306152,3.9973092145509526,0.09999855764544918,0.06503464981869911,0.0666656976500235,0.03333285999542568,0.5000001675586444,-0.15736556836466714,0.5524768462846241,-5.294171429728863,565,False,False,phase3_v1,17987
